MATEST,MATESTCD,SPECIES,STRAIN,SEX,MASPEC,MASTRESC,MAFREQ,N
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,LYMPH NODE,UNREMARKABLE,0.588235294,17
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,LYMPH NODE,PIGMENTATION,0.117647059,17
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,LYMPH NODE,DISCOLORATION,0.117647059,17
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,LYMPH NODE,"DISCOLORATION, MOTTLED",0.058823529,17
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,LYMPH NODE,ABUNREMARKABLE COLOR,0.058823529,17
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,LYMPH NODE,ENLARGEMENT,0.058823529,17
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, AXILLARY",UNREMARKABLE,0.972027972,143
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, AXILLARY",DISCOLORATION,0.013986014,143
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, AXILLARY",DARK DISCOLORATION,0.006993007,143
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, AXILLARY",LARGE,0.006993007,143
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, BRONCHIAL",UNREMARKABLE,0.586206897,29
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, BRONCHIAL",DARK DISCOLORATION,0.24137931,29
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, BRONCHIAL",ENLARGEMENT,0.137931034,29
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, BRONCHIAL",ENLARGED,0.034482759,29
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, CERVICAL",UNREMARKABLE,1,82
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, DRAINING",UNREMARKABLE,1,11
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, ILIAC",UNREMARKABLE,0.611111111,18
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, ILIAC",DARK DISCOLORATION,0.111111111,18
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, ILIAC",DARK,0.111111111,18
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, ILIAC",DISCOLORATION,0.111111111,18
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, ILIAC",ENLARGEMENT,0.055555556,18
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, INGUINAL",UNREMARKABLE,1,23
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MANDIBULAR",UNREMARKABLE,0.99449945,909
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MANDIBULAR",ENLARGEMENT,0.00220022,909
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MANDIBULAR",ABUNREMARKABLE COLOR,0.00110011,909
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MANDIBULAR",DARK DISCOLORATION,0.00110011,909
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MANDIBULAR",FOCUS,0.00110011,909
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MEDIASTINAL",DARK DISCOLORATION,0.590909091,22
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MEDIASTINAL",ENLARGEMENT,0.181818182,22
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MEDIASTINAL",MOTTLED,0.090909091,22
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MEDIASTINAL",RED,0.090909091,22
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MEDIASTINAL","DISCOLORATION, DARK",0.045454545,22
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MESENTERIC",UNREMARKABLE,0.967573222,956
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MESENTERIC",EXAMINED/NO REMARKABLE FINDINGS,0.018828452,956
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MESENTERIC",DARK DISCOLORATION,0.005230126,956
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MESENTERIC",ENLARGEMENT,0.00209205,956
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MESENTERIC",ABUNREMARKABLE COLOR,0.001046025,956
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MESENTERIC",RED DISCOLORATION,0.001046025,956
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MESENTERIC",MOTTLED,0.001046025,956
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MESENTERIC",RED,0.001046025,956
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MESENTERIC",DISCOLORATION,0.001046025,956
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, MESENTERIC","DISCOLORATION, MOTTLED",0.001046025,956
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, PANCREATIC",MOTTLED,1,1
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, PAROTID",UNREMARKABLE,1,72
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, POPLITEAL",UNREMARKABLE,0.817307692,104
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, POPLITEAL",EXAMINED/NO REMARKABLE FINDINGS,0.173076923,104
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, POPLITEAL",DECREASED SIZE,0.009615385,104
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, RETROPHARYNGEAL",UNREMARKABLE,1,44
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, TRACHEOBRONCHIAL",UNREMARKABLE,0.988636364,88
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"LYMPH NODE, TRACHEOBRONCHIAL",MOTTLED,0.011363636,88
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MEMBRANE, NICTITATING",UNREMARKABLE,1,93
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,MENINGES,UNREMARKABLE,1,12
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,MESENTERY,UNREMARKABLE,1,17
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUCOSA, BUCCAL",UNREMARKABLE,1,4
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUCOSA, NASAL",UNREMARKABLE,1,10
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUCOSA, ORAL",UNREMARKABLE,1,9
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUSCLE, BICEPS FEMORIS",UNREMARKABLE,1,359
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUSCLE, DIAPHRAGM",UNREMARKABLE,1,23
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUSCLE, EXTRAOCULAR",UNREMARKABLE,0.974358974,39
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUSCLE, EXTRAOCULAR",MASS,0.025641026,39
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUSCLE, GASTROCNEMIUS",UNREMARKABLE,1,25
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUSCLE, INTERCOSTAL",UNREMARKABLE,1,5
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUSCLE, PSOAS",UNREMARKABLE,1,9
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUSCLE, QUADRICEPS FEMORIS",UNREMARKABLE,1,92
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUSCLE, RECTUS FEMORIS",UNREMARKABLE,1,54
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUSCLE, SEMITENDINOSUS",UNREMARKABLE,1,11
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUSCLE, SKELETAL",UNREMARKABLE,0.958515284,458
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUSCLE, SKELETAL",EXAMINED/NO REMARKABLE FINDINGS,0.03930131,458
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUSCLE, SKELETAL",THICK,0.002183406,458
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"MUSCLE, VASTUS INTERMEDIUS",UNREMARKABLE,1,15
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,NASAL TURBINATE,UNREMARKABLE,1,60
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,NASOPHARYNX,UNREMARKABLE,1,36
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"NERVE, OPTIC",UNREMARKABLE,0.979262673,868
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"NERVE, OPTIC",EXAMINED/NO REMARKABLE FINDINGS,0.020737327,868
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"NERVE, PERIPHERAL",UNREMARKABLE,0.672727273,55
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"NERVE, PERIPHERAL",EXAMINED/NO REMARKABLE FINDINGS,0.327272727,55
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"NERVE, SCIATIC",UNREMARKABLE,1,909
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"NERVE, TIBIAL",UNREMARKABLE,1,35
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,NOSE,UNREMARKABLE,1,6
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OMENTUM,UNREMARKABLE,1,12
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OROPHARYNX,UNREMARKABLE,1,10
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY,UNREMARKABLE,0.938972163,934
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY,EXAMINED/NO REMARKABLE FINDINGS,0.019271949,934
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY,SWELLING,0.012847966,934
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY,CYST,0.006423983,934
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY,ABUNREMARKABLE SIZE,0.005353319,934
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY,LARGE,0.005353319,934
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY,CYST(S),0.002141328,934
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY,NOT PRESENT,0.002141328,934
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY,MASS,0.001070664,934
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY,"CYST, CLEAR",0.001070664,934
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY,ENLARGEMENT,0.001070664,934
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY,CYST WATERY,0.001070664,934
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY,RED,0.001070664,934
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY,ABUNREMARKABLE SHAPE,0.001070664,934
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY,INCREASED SIZE,0.001070664,934
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY/OVIDUCT,UNREMARKABLE,0.975609756,41
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVARY/OVIDUCT,CYST,0.024390244,41
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVIDUCT,UNREMARKABLE,0.96214511,634
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVIDUCT,EXAMINED/NO REMARKABLE FINDINGS,0.028391167,634
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVIDUCT,ABUNREMARKABLE SIZE,0.007886435,634
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,OVIDUCT,SWELLING,0.001577287,634
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,PALATE,UNREMARKABLE,1,3
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,PANCREAS,UNREMARKABLE,0.981308411,963
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,PANCREAS,EXAMINED/NO REMARKABLE FINDINGS,0.018691589,963
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,PERICARDIUM,THICK,1,1
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,PEYER'S PATCH,UNREMARKABLE,1,154
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,PHARYNX,UNREMARKABLE,1,82
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, APPLICATION",UNREMARKABLE,1,2
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, IMPLANTATION",UNREMARKABLE,1,19
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, INFUSION",UNREMARKABLE,0.869047619,84
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, INFUSION",THICKENING,0.047619048,84
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, INFUSION",DARK AREA,0.035714286,84
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, INFUSION",GELATINOUS MATERIAL,0.035714286,84
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, INFUSION","DISCOLORATION, RED",0.011904762,84
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, INJECTION",UNREMARKABLE,0.890295359,237
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, INJECTION","DISCOLORATION, RED",0.037974684,237
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, INJECTION",THICKENED,0.029535865,237
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, INJECTION",ACCUMULATION,0.021097046,237
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, INJECTION",DARK AREA,0.012658228,237
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, INJECTION",DISCOLORATION,0.004219409,237
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, INJECTION",SORE,0.004219409,237
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, MICROCHIP",UNREMARKABLE,1,5
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SITE, TATTOO",UNREMARKABLE,1,15
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SKIN,UNREMARKABLE,0.993254637,593
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SKIN,SORE,0.001686341,593
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SKIN,IRREGULAR SURFACE,0.001686341,593
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SKIN,MASS,0.001686341,593
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SKIN,MASS 1,0.001686341,593
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SKIN/SUBCUTIS,UNREMARKABLE,0.927576602,359
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SKIN/SUBCUTIS,EXAMINED/NO REMARKABLE FINDINGS,0.050139276,359
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SKIN/SUBCUTIS,MASS,0.005571031,359
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SKIN/SUBCUTIS,THICK,0.002785515,359
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SKIN/SUBCUTIS,BROKEN SKIN,0.002785515,359
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SKIN/SUBCUTIS,NODULE,0.002785515,359
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SKIN/SUBCUTIS,SCAB FORMATION,0.002785515,359
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SKIN/SUBCUTIS,DISCOLORED,0.002785515,359
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SKIN/SUBCUTIS,SCAB,0.002785515,359
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SMALL INTESTINE,UNREMARKABLE,1,8
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, DUODENUM",UNREMARKABLE,0.958762887,970
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, DUODENUM",EXAMINED/NO REMARKABLE FINDINGS,0.018556701,970
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, DUODENUM",DISCOLORATION,0.004123711,970
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, DUODENUM",DISCOLORED,0.003092784,970
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, DUODENUM",FOCUS,0.003092784,970
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, DUODENUM",RED,0.002061856,970
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, DUODENUM",RED FOCUS,0.002061856,970
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, DUODENUM",PALE DISCOLORATION,0.001030928,970
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, DUODENUM",RED DISCOLORATION,0.001030928,970
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, DUODENUM",RAISED AREA,0.001030928,970
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, DUODENUM",RAISED FOCUS,0.001030928,970
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, DUODENUM",MOTTLED,0.001030928,970
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, DUODENUM","FOCUS, DARK",0.001030928,970
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, DUODENUM",ABUNREMARKABLE COLOUR,0.001030928,970
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, DUODENUM",ABUNREMARKABLE CONTENTS,0.001030928,970
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, ILEUM",UNREMARKABLE,0.968186638,943
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, ILEUM",EXAMINED/NO REMARKABLE FINDINGS,0.018027572,943
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, ILEUM",DISCOLORATION,0.003181336,943
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, ILEUM",STRIATION,0.002120891,943
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, ILEUM",ABUNREMARKABLE COLOR,0.001060445,943
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, ILEUM",PALE DISCOLORATION,0.001060445,943
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, ILEUM",DISCOLORED,0.001060445,943
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, ILEUM",DARK AREA,0.001060445,943
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, ILEUM",FOCUS,0.001060445,943
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, ILEUM",DIVERTICULUM,0.001060445,943
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, ILEUM",NODULE(S),0.001060445,943
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, ILEUM",ABUNREMARKABLE CONTENTS,0.001060445,943
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, JEJUNUM",UNREMARKABLE,0.973140496,968
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, JEJUNUM",EXAMINED/NO REMARKABLE FINDINGS,0.018595041,968
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, JEJUNUM",DISCOLORATION,0.003099174,968
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, JEJUNUM",DISCOLORED,0.002066116,968
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, JEJUNUM",DARK DISCOLORATION,0.001033058,968
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, JEJUNUM",PALE DISCOLORATION,0.001033058,968
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SMALL INTESTINE, JEJUNUM",FOUND,0.001033058,968
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SPINAL CORD,UNREMARKABLE,0.946268657,335
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SPINAL CORD,EXAMINED/NO REMARKABLE FINDINGS,0.053731343,335
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SPINAL CORD, CERVICAL",UNREMARKABLE,1,575
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SPINAL CORD, LUMBAR",UNREMARKABLE,1,522
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"SPINAL CORD, THORACIC",UNREMARKABLE,1,521
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SPLEEN,UNREMARKABLE,0.951596292,971
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SPLEEN,EXAMINED/NO REMARKABLE FINDINGS,0.01853759,971
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SPLEEN,ABUNREMARKABLE APPEARANCE,0.01338826,971
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SPLEEN,SMALL,0.004119464,971
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SPLEEN,ABUNREMARKABLE AREA,0.004119464,971
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SPLEEN,PALE AREA,0.001029866,971
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SPLEEN,NODULE,0.001029866,971
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SPLEEN,RAISED AREA,0.001029866,971
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SPLEEN,ACCESSORY SPLEEN,0.001029866,971
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SPLEEN,FOCUS,0.001029866,971
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SPLEEN,MOTTLED,0.001029866,971
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SPLEEN,ABUNREMARKABLE SHAPE,0.001029866,971
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,SPLEEN,CAPSULE THICKENED,0.001029866,971
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,STOMACH,UNREMARKABLE,0.949074074,864
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,STOMACH,EXAMINED/NO REMARKABLE FINDINGS,0.020833333,864
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,STOMACH,DISCOLORED,0.009259259,864
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,STOMACH,FOUND,0.00462963,864
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,STOMACH,DISCOLORATION,0.00462963,864
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,STOMACH,DARK AREA,0.002314815,864
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,STOMACH,ABUNREMARKABLE CONTENTS,0.002314815,864
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,STOMACH,PALE DISCOLORATION,0.001157407,864
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,STOMACH,FOCUS,0.001157407,864
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,STOMACH,DEPRESSED FOCUS,0.001157407,864
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,STOMACH,RED FOCUS,0.001157407,864
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,STOMACH,DARK FOCUS,0.001157407,864
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,STOMACH,ABUNREMARKABLE COLOUR,0.001157407,864
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"STOMACH, CARDIA",UNREMARKABLE,1,64
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"STOMACH, FUNDUS",UNREMARKABLE,1,69
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,"STOMACH, PYLORUS",UNREMARKABLE,1,69
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,TAIL,UNREMARKABLE,1,12
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,THYMUS,UNREMARKABLE,0.951496388,969
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,THYMUS,EXAMINED/NO REMARKABLE FINDINGS,0.018575851,969
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,THYMUS,SMALL,0.011351909,969
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,THYMUS,DECREASED IN SIZE,0.005159959,969
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,THYMUS,DARK,0.002063983,969
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,THYMUS,FOCUS,0.002063983,969
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,THYMUS,DISCOLORATION,0.002063983,969
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,THYMUS,OEDEMATOUS AREA,0.001031992,969
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,THYMUS,ENLARGED,0.001031992,969
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,THYMUS,CYST,0.001031992,969
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,THYMUS,RED DISCOLORATION,0.001031992,969
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,THYMUS,ABUNREMARKABLE AREA,0.001031992,969
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,THYMUS,"DISCOLORATION, DARK RED, PATCHY",0.001031992,969
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,THYMUS,ABUNREMARKABLE COLOUR,0.001031992,969
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,TONGUE,UNREMARKABLE,0.980284775,913
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,TONGUE,EXAMINED/NO REMARKABLE FINDINGS,0.019715225,913
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,TONSIL,UNREMARKABLE,0.974358974,39
Gross Pathological Examination,GROSPATH,DOG,BEAGLE,F,TONSIL,"DISCOLORATION, DILATATION",0.025641026,39
