SPECIES,STRAIN,SEX,CLCAT,CLTEST,CLTESTCD,CLSTRESC,CLFREQ,N
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SORE,0.008167432,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SALIVATION,0.008167432,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SCAB,0.006125574,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SECRETION:DISCHARGE,0.003062787,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,VOMIT,0.002552323,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,FECES:UNFORMED,0.002041858,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,ERYTHEMA,0.001531394,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,MATERIAL PASTY,0.001531394,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,MATERIAL LIQUID,0.001531394,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,FECES:WATERY,0.001020929,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,HAIR LOSS,0.001020929,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,LIQUID FAECES (GRP),0.001020929,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,HOT TO TOUCH,0.001020929,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SPILLER,0.001020929,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,ESTRUS,0.000510465,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,EMESIS:PRE-DOSE,0.000510465,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,LIQUID FAECES,0.000510465,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SLIGHT HYPERSALIVATION,0.000510465,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,EMESIS:POST-DOSE,0.000510465,1959
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,UNREMARKABLE,1,94
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,EDEMA,0.462204007,4392
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,ERYTHEMA,0.459016393,4392
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,UNREMARKABLE,0.073770492,4392
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,BLEMISH,0.001821494,4392
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,SWOLLEN,0.00136612,4392
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,EMACIATED,0.00068306,4392
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,HYPOACTIVITY,0.00068306,4392
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL OBSERVATION,CLINOBS,RED MATERIAL,0.000455373,4392
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,UNREMARKABLE,0.964501511,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,"FECES, SOFT FECES",0.012651057,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,"FECES, LOOSE FECES",0.008685801,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,UROGENITAL DISCHARGE,0.003776435,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,SOFT STOOL,0.001510574,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,"FECES, LOOSE FECES, YELLOWISH BROWN",0.001510574,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,VOMITING(FOOD-LIKE MATERIALS),0.001132931,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,"HAIR, STAINED",0.001132931,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,LOOSE STOOL,0.000944109,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,"EYE(S), SCLERA",0.000755287,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,"DISCHARGE, EMESIS",0.000566465,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,"DISCHARGE, EMESIS, CONTAINING FOOD PARTICLES",0.000566465,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,"FECES, LOOSE FECES, LIGHT BROWN, MUCOID PRESENT",0.000377644,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,"FECES, LOOSE FECES, MUCOID PRESENT",0.000377644,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,"FECES, WATERY FECES, LIGHT BROWN",0.000377644,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,"FECES, DISCOLORED FECES, YELLOWISH BROWN, MUCOID PRESENT",0.000188822,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,VOMITING(FOAMY FLUID),0.000188822,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,"FECES, MUCOID PRESENT",0.000188822,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,VOMITING,0.000188822,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,"FECES, WATERY FECES",0.000188822,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGN,CS,"FECES, SOFT FECES, YELLOWISH BROWN",0.000188822,5296
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CLSIGNS,UNREMARKABLE,1,22
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,UNREMARKABLE,0.845142597,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, SOFT",0.02602907,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,EXTERNAL GENITAL BLEEDING,0.025238859,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"EYE, DISCHARGE",0.015947894,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES LOOSE W/OUT UNREMARKABLE FECES, SMALL AMOUNT",0.011541869,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, LIQUID",0.006369579,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,VOMITING,0.005818826,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, RED",0.004142621,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, WHITE",0.003951055,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, W/ MUCOID MATERIAL",0.003711597,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SWELLING, SURGICAL SITE, INGUINAL RIGHT, SLIGHT",0.003567922,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, ABUNREMARKABLE CONSISTENCY",0.002777711,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES LOOSE W/OUT UNREMARKABLE FECES, MODERATE AMOUNT",0.002753765,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"VULVA, DILATED",0.002562199,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,FECES LOOSE W/OUT UNREMARKABLE FECES,0.002155121,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, W/ PARTICLES",0.001891717,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, LIQUID, BROWN",0.001843826,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, SCAB",0.001340964,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"VAGINA, DISCHARGE LIQUID",0.001269127,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,ANIMAL IN ESTRUS (SWELLING + MAT. LIQ. RED VULVA),0.001101506,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,SALIVATION,0.00107756,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FUR, THIN COVER",0.001029669,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,SWOLLEN SOFT,0.001029669,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,REDUCED APPETITE,0.001005723,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, DRY, RED",0.00090994,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, DRY, WHITE",0.000885994,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, LIQUID, RED",0.000862048,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SWELLING, SURGICAL SITE, INGUINAL LEFT, SLIGHT",0.000718374,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"VULVA, DISCHARGE LIQUID",0.000718374,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"LESION(S), TAIL, SLIGHT",0.000694428,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,ANIMAL IN ESTRUS,0.000598645,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, FOAMY, WHITE",0.000598645,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, PALE",0.000550753,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,THIN,0.000550753,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,OESTRAL CHANGES,0.000526807,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, MUCOID, RED",0.000526807,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, RED",0.000526807,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, YELLOW",0.000526807,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,FOOD PARTLY DIGESTED,0.000478916,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"CRUST PRESENT, SURGICAL SITE, DORSAL, SLIGHT",0.000478916,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,ACTIVITY DECREASED,0.000478916,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES LIQUID W/OUT UNREMARKABLE FECES, SMALL AMOUNT",0.00045497,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,MATERIAL PRESENT,0.000407078,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"TAIL, BENT",0.000383133,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, MUCOID, YELLOW",0.000383133,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FUR, WET",0.000383133,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,MASS PRESENT,0.000383133,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,DISCHARGE,0.000359187,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"THIN, SLIGHT",0.000359187,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"EYEBALL, RED",0.000359187,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, BLACK",0.000359187,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,STOOL-SOFT,0.000335241,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"LESION(S), TAIL, MODERATE",0.000335241,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"DISCHARGE, COLOR",0.000311295,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SALIVATION, SLIGHT",0.000311295,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, MUCOID, BROWN",0.000311295,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,DEHYDRATED SUSPECTED,0.000311295,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SWELLING, SURGICAL SITE, INGUINAL RIGHT, MODERATE",0.000287349,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN DISCOLORATION, PINK, SURGICAL SITE, INGUINAL RIGHT",0.000287349,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"PUPIL, DILATED",0.000287349,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,BACKBONE PROMINENT,0.000287349,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, SOFT FECES",0.000263404,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"ACTIVITY DECREASED, SLIGHT",0.000263404,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"THIN, MODERATE",0.000263404,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,GASTROINTESTINAL FUNCTION:EMESIS,0.000239458,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN DISCOLORATION, INGUINAL RIGHT, RED",0.000239458,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL,MUCOID W/ PART,RED",0.000239458,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SWELLING, FOREPAW (HAND), LEFT, SLIGHT",0.000239458,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, MUCOID, CLEAR",0.000215512,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"LESION(S), FOREPAW (HAND), LEFT, SLIGHT",0.000215512,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,ESTRUS HEMORRHAGE,0.000215512,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"TOOTH MIS-ALIGNED ""P""",0.000215512,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"UNDIGESTED FOOD, SMALL AMOUNT",0.000191566,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, YELLOW",0.000191566,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, MUCOID, GREEN",0.000191566,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, LOOSE FECES",0.000191566,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL,MUCOID W/ PART,BROWN",0.000191566,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,REDUCED FECAL OUTPUT,0.000191566,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SWELLING PRESENT, SLIGHT",0.000167621,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,ORAL / NASAL:TEETH BROKEN/CHIPPED,0.000167621,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES LIQUID W/OUT UNREMARKABLE FECES, MODERATE AMOUNT",0.000167621,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, GREEN",0.000167621,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"HAIR LOSS, FOREPAW (HAND), LEFT, SLIGHT",0.000167621,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, PALE",0.000167621,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"DISCHARGE, CONSISTENCY",0.000143675,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SWELLING, ABDOMEN, MODERATE",0.000143675,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, ABUNREMARKABLE COLOR",0.000143675,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, MUCOID, WHITE",0.000119729,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN DISCOLORATION, RED, SURGICAL SITE, INGUINAL LEFT",0.000119729,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SWELLING PRESENT, MODERATE",0.000119729,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"BREATHING, LABORED",0.000119729,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,NODULE (S),9.58E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SWELLING, MAMMARY, SLIGHT",9.58E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,NO FECES,9.58E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,GASTROINTESTINAL FUNCTION:FECES SOFT,9.58E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL LIQUID, IN CAGE TRAY, YELLOW",9.58E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"STOOL, SOFT",9.58E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, LIQUID, YELLOW",9.58E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"BREATHING, ABUNREMARKABLE SOUNDS",9.58E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FUR, STAINING, RED",9.58E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, LIQUID, WHITE",9.58E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"BREATHING, SHALLOW",7.18E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL,LIQUID W/ PART,BROWN",7.18E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, LESION W/ DISCHARGE",7.18E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"ABUNREMARKABLE COLOR, FECES",7.18E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN DISCOLORATION, RED, SURGICAL SITE, INGUINAL RIGHT",7.18E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,VOCALIZATION INCREASED,7.18E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL FROTHY, WHITE, IN CAGE TRAY",7.18E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SALIVATION, MODERATE",7.18E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, LIQUID, GREEN",7.18E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, LIQUID, CLEAR",7.18E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL FROTHY, IN CAGE TRAY, WHITE",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SWELLING, VULVA, MODERATE",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"EYE, PARTLY CLOSED",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"RED SPOTS, PINNA, RIGHT",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"LESION(S), SURGICAL SITE, INGUINAL RIGHT, SLIGHT",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"ACTIVITY DECREASED, MODERATE",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MUZZLE, DISCHARGE LIQUID",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"VOMITUS, MUCOID, BROWN",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL,LIQUID W/ PART,RED",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, DRY, BLACK",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, FOAMY, BROWN",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FUR, LOSS",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN DISCOLORATION, INGUINAL RIGHT, PINK",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, LESION",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"RED SPOTS, PINNA, LEFT",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, FOAMY, YELLOW",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL LIQUID, RED, IN CAGE TRAY",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SWELLING, SURGICAL SITE, INGUINAL LEFT, MODERATE",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, FOAMY, CLEAR",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL LIQUID, IN CAGE TRAY, RED",4.79E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"VOMITUS, FOAMY W/ PART, WHITE",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"LESION(S), INGUINAL RIGHT, SLIGHT",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SWELLING, INGUINAL RIGHT, SLIGHT",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"DISCOLORED FECES, GREEN/BROWN",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SKIN, PURPLE",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, LIQUID, PINK",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,RESPIRATORY RATE DECREASED,2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"VOMITUS, FOAMY, CLEAR",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,GENERAL APPEARANCE AND CONDITION:DISCHARGE,2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"BREATHING, DEEP",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"DISCHARGE, EMESIS, CLEAR, CONTAINING FOOD PARTICLES",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,SWOLLEN,2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"SWELLING, ABDOMEN, SLIGHT",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"UNDIGESTED FOOD, MODERATE AMOUNT",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"VOMITUS, LIQUID, CLEAR",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,ORAL / NASAL:SALIVATION,2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL, DRY, YELLOW",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL DRY, IN CAGE TRAY, WHITE",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL,FOAMY W/ PART,BROWN",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"FECES, DRY",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,WARM TO TOUCH,2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,TREMORS,2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,"MATERIAL MUCOID, IN CAGE TRAY, WHITE",2.39E-05,41761
DOG,BEAGLE,F,CLINICAL SIGNS,CLINICAL SIGNS,CS,GAIT / POSTURE:ATAXIA,2.39E-05,41761
